Details,Nombre_chambre,nombre_salle_bain,Superficie,Adresse,Prix,image_lien-src
Ref_2764_PL Appartement de 107m² à louer sur Bourguiba,2,2,107,Avenue Bourguiba Dakar,650000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2e5923d154b9b7ace48623c414ae938a/-/horizon-files-prod/ed/picture/qv4wrnq2/b1c9ca201c2960f32aa31d50bc63955b206b376d.jpg
Appartement F5 à louer à Mbao,3,3,150,Mbao Dakar,220000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/28d3f6bd156431fd8fcde7ad8db1fa57/-/horizon-files-prod/ed/picture/qenv8w6z/2348cc7011329018ec2794ae0e35f4603f0971c8.jpg
Derrière fédération de football,3,3,150,Ouest foire Dakar,325000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ec46420c4495d3dc23ae6da1a0da2912/-/horizon-files-prod/ed/picture/qzvpkgq9/60d6c2b6116d556d4d1ff816854b83c4563b64b4.jpg
MAGNIFIGUE DUPLEX F6 A LOUER AUX ALMADIES,5,4,250,Almadies Dakar,1600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/21cde995d3a4138127edb72e627ce936/-/horizon-files-prod/ed/picture/q8v49g74/835797754355dc1e617c1aa10cdb503a63827344.jpg
Appartement à louer aux Almadies,3,3,150,Almadies Dakar,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2b6bf56ca8320bae0d5c4814a324e482/-/horizon-files-prod/ed/picture/q0g7d6wz/be81a20811830c2e2f25a4a4243682895278cc39.jpg
Bel appartement de standing à ngor,3,3,150,Ngor Dakar,2300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3a02fb9b4fa867033db5c15e9ddf038e/-/horizon-files-prod/ed/picture/q2j0gg08/d45901658d9010ef37be2af06bfeabe0aa62884c.jpg
MAGNIFIGNE F4 A LOUR A NGOR ALMADIES,3,3,150,Almadies Dakar,800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6d0ebc12fd06260c3968ed1f11532d2f/-/horizon-files-prod/ed/picture/q6xdw0jv/7ea4daf36e22e3a580f9500401d5b8716f7f66b8.jpg
Appartement disponible à Mermoz,3,3,150,Mermoz Dakar,650000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/92f327ad4d16d4773f0193f6c405c740/-/horizon-files-prod/ed/picture/q44n9egv/802f0601d2b2e9c205338d52690d961eddcddcf1.jpg
Joli appart F5 a Ngor Almadies,4,3,200,Ngor Dakar,900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/734d8aeb3e24a3dc7f8a2cb7cdfe1e92/-/horizon-files-prod/ed/picture/qzvd6xvk/b2a5e52da805f7ab438a4dd28cde8a6bab9053c5.jpg
Joli F4 a Ngor AL a150 de l’école SAINT - EXUPERY,3,3,150,Ngor Dakar,700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/aba1cbe4add0fbe0011c148c478650b2/-/horizon-files-prod/ed/picture/qenvqpwd/3d1b25213b95a1edbcc5fd951d5a5768c0cc64cc.jpg
Appartement F3 à Louer au Point E,2,2,124,Point-e Dakar,700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/293837c123c531324fc5f4d386d7e538/-/horizon-files-prod/ed/picture/qgqw6550/2a7aaf819d9459e1e066de26923bd6c8df920bde.jpg
Appartement vue sur mer à louer à Fann mermoz,3,3,150,Mermoz Dakar,1700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d4ea2c98837bff97c3649cb33b809f9e/-/horizon-files-prod/ed/picture/qkr827gn/7c04c6a2ead1915509dcca58ba907964cd732ef7.jpg
Superbe F4 à louer,3,3,150,Mermoz Dakar,1600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/447a74bd1dacfe795d2071f93f156465/-/horizon-files-prod/ed/picture/q2j0xz4e/1a0d5c820a9217f364ab57b814dee08a64a3ed92.jpg
Bel appartement à la Cité Keur Gorgui,3,2,150,Cité keur gorgui Dakar,550000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cf90454811ddc5c6b9f3078d2724f3f8/-/horizon-files-prod/ed/picture/qngppz2k/8468bde40594392d490787973e5d6006d3480229.jpg
Appartement à louer aux point e,3,4,200,Point-e Dakar,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/00e0e8aa0c046824af70fb6f4032ecea/-/horizon-files-prod/ed/picture/q78wr5qg/b9cb5fb186f9a5338d05b3ac6102eea6cc16fae9.jpg
RESIDENCE MEBICA SIS AUX ALMADIES,3,3,162,Almadies Dakar,2000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f4eee374e1ffcbd6f206d6d16ba4d33e/-/horizon-files-prod/ed/picture/qv4wj4mj/07bccf068f76374caaace7788efa91fbe2f1ffdc.jpg
APPARTEMENT NGOR ALMADIES DERRIERE PHILIPPE MORRIS,3,2,150,Ngor Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8722e3fdd14e8530af44e3947bd961ea/-/horizon-files-prod/ed/picture/qv4wj4pj/cad4382f96721721ae3b468fc2811de4ee94489c.jpg
Ref_2766_SEY Appartements à louer au Point E,3,3,150,Point-e Dakar,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/60948c21fe448bf576cc2dd8e86b5d6c/-/horizon-files-prod/ed/picture/q6xdjxvd/d316a86c7f8491bdf096a3d223204cd87381f22d.jpg
Appartement à louer,3,3,240,Virage Dakar,600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9b8445b71cbb3a3d77b0c38fd536304b/-/horizon-files-prod/ed/picture/q0g7zmpm/705a041107854d6517016373315c81bd7746dfed.jpg
Appartements à louer aux almadies 2 !!!,2,2,150,Almadies 2 Dakar,200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9d4be3e180386a04edbc7ddf573bceac/-/horizon-files-prod/ed/picture/qxjped6j/82d6c250264ed09f36581ac75ad00a392512759c.jpg
Duplex grand standing à louer Sotrac mermoz,4,5,1,Mermoz Dakar,1350000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2f50586677d603f723117b83f335efdd/-/horizon-files-prod/ed/picture/qzvpkq0v/7583f578de159ca6b44d605c3c52330878446fab.png
Magnifique et immense appartement aux mamelles,3,3,350,Mamelles Dakar,750000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a82a299ef7ef3b610fb83e66889d2b0d/-/horizon-files-prod/ed/picture/q9mjz2v5/65ab64ae92fa045a7f93b60e3407a854b5d10197.jpg
Studio à louer minimum 1an (12 mois),1,1,150,Ouest foire Dakar,250000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c105274b6cd7a435a71587f2ad91a963/-/horizon-files-prod/ed/picture/q448x0q8/fa4ea66227d33ca0204b2891aefc2b26afe4e34f.jpg
Belle villa Mermoz (non loin de l'IAM),4,7,150,Mermoz Dakar,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/268f85b119e444c60768ffb64cc2e87d/-/horizon-files-prod/ed/picture/qzvp0v5k/525c83b16e38ec7e0d22a351ddc7247a074a75b8.jpg
Location Appartement Haut Standing à Saly,2,3,87,Saly Portudal Thiès,320000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/afaefe8540064316c32c866848a0594c/-/horizon-files-prod/ed/picture/q9m9jz46/edd958675ab0ff6bf72a7bdfe3901e40c34555c7.jpg
Appartement de 3 chambres salon à louer au virage,3,4,250,Virage Dakar,650000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f6f0f0e7839fcefa2b2ebb6067f4bb7c/-/horizon-files-prod/ed/picture/qde70007/304d44697f4f2fea20b057110429e18c8ba025e7.jpg
Appartement F4 a Yoff Onomo,3,4,150,Yoff Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/efe6b34a47fd7ae0dbd3b544fda0f2d3/-/horizon-files-prod/ed/picture/qm5gw5zj/ea8789cd68329165bb7363beab140ad6fd8ca30b.jpg
Appartement à louer a la Cité Cheikh Amar,3,4,150,Mamelles Dakar,750000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2d17387a54f465d7351e6892c430f89a/-/horizon-files-prod/ed/picture/qwep22pj/6c5b9c51e37c5931e8e459bf14ba959c33050641.jpg
Appartement de standing à Yoff Onomo,3,4,150,Yoff Dakar,900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1846ed9ef1d4a9f348556037abc4dfd2/-/horizon-files-prod/ed/picture/qde7gwe7/df19cde183e2562a4cfce4253139d97862c0415a.jpg
F3 à louer au point e,2,2,100,Point-e Dakar,600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a08749288a24c8f83f95894ba7873b5f/-/horizon-files-prod/ed/picture/q2j0wr7p/bfc600c5c494db8bfec771cbf6eb7f3e0e762176.jpg
F3 neuf à louer au point e,2,2,150,Point-e Dakar,800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f245d4ad357b90d98da85aac97b6d62a/-/horizon-files-prod/ed/picture/q56d2gne/a2886cc49ffe5ccfa562820137a3783d37dc1497.jpg
Des F4 neufs à louer au point de 173 m²,3,3,173,Point-e Dakar,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f72b2fba98d15879451289a4bf3c6921/-/horizon-files-prod/ed/picture/qzvpwkv6/1a0b88b0d46063ef57ffb594d9ea7f89efa9fd14.jpg
À LOUER - F3 MEUBLÉ RÉSIDENCE TAMARIS - MERMOZ SUD,2,3,150,Yoff Dakar,60000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/322befee3ce3eb1098bab6ba668273cd/-/horizon-files-prod/ed/picture/qzvp5r8q/d82d7356be59e6f51e630f054674edac6505a687.jpg
MINI STUDIO A LOUER,1,1,80,Ouest foire Dakar,130000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/846f24f697c309d4ff36f2cc3dc93ae7/-/horizon-files-prod/ed/picture/qj4q0jq4/8380f6543981373b4a1c9c1e1bd48251c78e8afa.jpg
Appartement F4 neuf à louer aux Almadies,3,3,180,Almadies Dakar,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c8080f9fdd48fb30aeb9ec68e10e8f23/-/horizon-files-prod/ed/picture/qq42rd2n/0f83f1180ab06097b4238975e65f9b3e71ebc66c.jpg
Studio à louer ouest foire,1,1,110,Ouest foire Dakar,150000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/971cf5df893a3b87d0a22c0ac2aa43cb/-/horizon-files-prod/ed/picture/q44ngdrr/8b84028e883cd1a439f8041f90bb24c1d90dade1.jpg
Splendide Appartement type F4 à louer -Confort et modernité,3,2,100,Zone de captage Dakar,450000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/165ad2aa569dcf1671ee5ed1ca72b273/-/horizon-files-prod/ed/picture/q9mjdjj7/a3cb9aa4a479ddf903870d9d8a352d6fe1163748.jpg
Bel appartement F3 en duplex à louer aux Almadies,2,3,150,Almadies Dakar,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9402fd3f12ed7bd9f75e18ed87d859cc/-/horizon-files-prod/ed/picture/qm5gwrpz/119c6c43ca475e2735cb6c5722dfd8fb1a17a396.jpg
Studio meublé avec vue sur mer aux almadies,1,1,50,Almadies Dakar,700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/970530e76f6d6dc2be67f3370bf3128b/-/horizon-files-prod/ed/picture/qngpn0pm/a6e61b616fbec4fcc8dd6a558e2394536fc26168.jpg
Magnifique appartement au Mamel,3,4,200,Mamelles Dakar,550000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/438d475b9d6afb168b28a37f31fb9ad9/-/horizon-files-prod/ed/picture/qrz8kg69/feb148b677a00eaed05f108cf8e73ab7041563b1.jpg
Appartement F5 meublé haut de gamme meublé à louer à Yoff,4,4,205,Yoff Dakar,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/850e7f3f9afa9c013622244baf77ef2d/-/horizon-files-prod/ed/picture/qv4wjp05/d674e1c96935135bf93c0ec0ffd6b32fbf5b1eb2.png
Bel appartement a la Cite keur Gorgui,3,3,150,Cité keur gorgui Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6043fb7fe189413ee4305c070c5bc3bb/-/horizon-files-prod/ed/picture/qq4dqp84/1cdb5dfbc28ae84810a2e5e8d876eacceb0a81d2.jpg
Tres bel Appartement à louer à Ngor,3,3,180,Ngor Dakar,750000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/44926c20b421ef90ab045a708d48d532/-/horizon-files-prod/ed/picture/q44n8w74/f14153b5b432e3aaad7fdfb0720d030469520565.jpg
Deux chambres à louer par mois,2,1,150,Nord foire Dakar,275000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8416c1f1b53f8feb69e0886654f30c88/-/horizon-files-prod/ed/picture/qde7mvg2/7bf711628866ec162032b2fc436ad62f155ab11b.jpg
Trois chambres à louer par mois,3,4,150,Sacré-cœur Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/aa9c7f293734060313de39652183a90d/-/horizon-files-prod/ed/picture/qxjp945j/35e52235166cc0adfe84ee92c6c91676bb93e19c.jpg
Appartement 3 pièces à Keur Yoff,2,1,150,Yoff Dakar,275000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c1f308ac3a6bae619d0d49934cde2a06/-/horizon-files-prod/ed/picture/qkr8kne2/2dfd7aab60a01bcb89a69d9b22b7813156a68b15.jpg
Appartement sur Corniche Mamelles,4,4,260,Mamelles Dakar,1150000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3737c7489cf2c2a50fdb03de77406464/-/horizon-files-prod/ed/picture/qm5gqr06/95f4ad7ebeb9a941c63c72195ef7b18f169aa4e7.jpg
Appartement F3 aux Maristes,2,2,150,Hann maristes Dakar,200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/83729fc7ada3a72340f82a7cdd97681b/-/horizon-files-prod/ed/picture/qenvm8g4/2ae63ac03547cdd638fea7691b0f6766a50de9fc.jpg
AppartF3 à Corniche des Mamelles,2,2,150,Mamelles Dakar,325000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/63ddca364f221c559d396cfcdf2c9c3c/-/horizon-files-prod/ed/picture/qrz85pv4/69a24195d48173a8922fa5ce1025fcc7a273da7d.jpg
Appartement neuf F3 à Ngor,2,2,150,Ngor Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/03984838d9623e20a4f5a5ffb8a7dfaf/-/horizon-files-prod/ed/picture/q8v4m2kn/cb3f4f2b93a5b337bc66189b543c480f93337c4a.jpg
Trois chambres à louer par mois,3,3,150,Nord foire Dakar,375000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/66474643da435846e75ecc0381fa5d60/-/horizon-files-prod/ed/picture/qrz8m95x/14fa5f5376604402507c18a575e5db1d4b6d67c2.jpg
🔶️️STUDIO NEUF🔶️ JAMAIS HABITÉ À MBAO VERS LA MER LOYER,1,1,150,Mbao Dakar,90000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/900fa9a605952f12d695e69326531191/-/horizon-files-prod/ed/picture/qq42npz4/6a54a75c85dc5cdb069ab3af5bd0bcf166f82f26.png
Appartement à usage d'habitation ou bureaux aux mamelles,3,4,150,Mamelles Dakar,750000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5ed0c4651e1abc52a902d3f82bce28b5/-/horizon-files-prod/ed/picture/qrz8xv6q/ca6726629f4a2f1b74224623ca71657a062b729c.jpg
Appartements haut standing à louer à sacré cœur,3,4,150,Sacré-cœur Dakar,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2ad1c183b28a739d552607ece70ef9ad/-/horizon-files-prod/ed/picture/q44ng864/6691ebd15a6788e5853db6b89595752990a7b450.jpg
Ref_2767_GL Appartement à louer à Ngor,3,2,150,Ngor Dakar,400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f6c1e4762786eb1f59500ab597787755/-/horizon-files-prod/ed/picture/q6xdjk4d/69b1a79989157a474e2add2592ed55cc3b116fbc.jpg
Appartement vide à louer a sacré cœur,2,2,150,Sacré-cœur Dakar,450000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d9618f25fa4e7a28a9a288050dfe8973/-/horizon-files-prod/ed/picture/qwep625j/55a6663d9aa8a64ce5934431aa5f110a26c9c161.jpg
Joli Studio à louer Sicap foire,1,2,1,Sicap foire Dakar,275000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/673f9a58179a9a021fab987815f7e60c/-/horizon-files-prod/ed/picture/qj4qggdg/771af0e64e147aacae89efb8a76364ce58834a5a.jpg
à louer appartement F4 avec vue sur mer,3,4,204,Almadies Dakar,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4dfecad5095d784f236d68cf6cb5d378/-/horizon-files-prod/ed/picture/q44n96qz/59ad361470d9ad6bcdb8212565f0d67d99ce8149.png
Studio transformable à louer Mamelle au deuxième étage,2,3,100,Mamelles Dakar,200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3b2e9f8bed2f9db3682f2746e4ca1c70/-/horizon-files-prod/ed/picture/q2j0xqpj/e98631683a6663afc90b91b2d83db5850073a3eb.jpg
Appartement F4 à louer à Ngor Almadies,3,3,150,Ngor Dakar,650000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fd0f6ced4063ac62db65f6904269ccdd/-/horizon-files-prod/ed/picture/q9mjv94w/fafe4408b11c5b76e96aec8f5c00ffb41edd2a4f.jpg
Appartement f3 à usage de bureaux à sacré cœur 3,2,3,90,Sacré-cœur Dakar,350000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/46752cca050f725a6285e45925a0f878/-/horizon-files-prod/ed/picture/q56dre4g/d10d7d1709ab73fce177bb68079bd8179c854e6a.jpg
Appartement F4 meublé à louer à Mermoz,3,2,111,Mermoz Dakar,650000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d115a7c93aa234250444567811abac70/-/horizon-files-prod/ed/picture/qrz8wk75/4437320631992277e171cb81f661134fd912dfaf.jpg
Studio avec terrasse à louer à Mermoz batrain.,1,2,60,Mermoz Dakar,300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/917cd3172f5fd5bb5e6d54c0cea25587/-/horizon-files-prod/ed/picture/qrz8x8zx/f08bddfe4c3e6ebd1fb75629c50d743138aa3db9.jpg
Studio à louer à la citée soprime,1,1,100,Patte d‘oie Dakar,135000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/136ca20fc23d769264bc555ffc2397a7/-/horizon-files-prod/ed/picture/q6xdjddp/38a2f7ca5e1530f682b32e55fd456ec2effdb5b5.jpg
Appartement à louer à mermoz,2,2,150,Mermoz Dakar,650000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5808e31699e7ed3831102526d3a2d487/-/horizon-files-prod/ed/picture/q6xd57pj/fbded7624de35837dc717382fa76b94a641f3b0f.jpg
F2 à louer à Batrain,1,1,90,Ouakam Dakar,300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/54ed6938c28e0801171c95df4aabd1ff/-/horizon-files-prod/ed/picture/qde7g7d7/b3c2e2a51ec19c9101355f0a7fd3bcf500e9f446.jpg
Studio à louer à cité Alioune Sow Golf,2,2,60,Golf Dakar,200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8e70c23f11eaa6409bc39b29a776fb13/-/horizon-files-prod/ed/picture/q0g7k4vm/fbb7777ba9c2b488bd17bd36ba68b5e3c5ee1dd0.jpg
Magnifique PENTHOUSE au ALMADIES,4,6,250,Almadies Dakar,1900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e6fbfb813625746c79f3ed5777fe3578/-/horizon-files-prod/ed/picture/qxjp6er4/d524c4a0e671bdb6b1e3093bf191bc58eb060461.jpg
Appartement à louer ouest foire cité khandar,2,2,150,Ouest foire Dakar,280000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ee5d4816f8bbe8cf9e02e2425a87148d/-/horizon-files-prod/ed/picture/qzvp0prr/f379667f6a5f5e6f7c98a3cc97b243ce1301f8c9.png
Appartement F3 tout neuf à louer à Fass,2,3,150,Fass Dakar,295000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3fedaa9f314ed059eda168c1e12c9dc7/-/horizon-files-prod/ed/picture/qgqwjx6e/7f75da876dc4329740b6d995053a2499bae8e257.jpg
Appartement à louer Mermoz Sotrac,3,4,150,Mermoz Dakar,900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b1008fbefb92b46db31b4b3912d3373c/-/horizon-files-prod/ed/picture/q78wg6nx/6c421b7e0e2948d7e289eb00f9fdb86e3132de2d.jpg
LUMINEUX APPARTEMENT F4 A LOUER À PLATEAU,3,3,300,Plateau Dakar,1600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/459be2ed31da1d093c6649d543777fdf/-/horizon-files-prod/ed/picture/qenvkqwj/3272289ee83931c8df4b11b78123d18b193beeaf.jpg
Appartement neuf grand standing a fann Mermoz,3,4,200,Fenêtre mermoz Dakar,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2f184b61d9755313ca0225488c4f9a90/-/horizon-files-prod/ed/picture/qgqw0292/efeb0d08985bb3bcf0a6c6a170ea43d606bf6f07.jpg
APPARTEMENTS À LOUER LIBERTÉ 6,3,4,150,Liberte 6 Dakar,600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b7bba2a86eb024be457fc72364d685da/-/horizon-files-prod/ed/picture/qj4q9ex6/9ef922436a812c1e5f54f4628e8bbdcf886a662e.jpg
Appartement à louer à Mermoz Sotrac,3,3,150,Mermoz Dakar,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/40953d8584a2a95866ecb1cd0e76b5f9/-/horizon-files-prod/ed/picture/q44ng5q4/58d6a4e98bfb18a95f471496f691cfd43b623198.jpg
APPARTEMENT A LOUER A LA CITÉ ADOHA,3,1,110,Plateau Dakar,650000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d7366d7cc8518105456126b33445c6f4/-/horizon-files-prod/ed/picture/q0g74kxj/a502301541698bc35e71dd97b038fe095bc59893.jpg
Appartement à louer à Mermoz pyrotechnique,2,3,150,Mermoz Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/44bf39a45c833c377031e8fe8581e419/-/horizon-files-prod/ed/picture/qwep6r0d/1ea838de69bb01162a309bf9aed4eb0fa265d394.jpg
APPARTEMENT A LOUER AUX ALMADIES,3,3,205,Almadies Dakar,1700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4bb9fd9f159ce89cac2e57c9e2431797/-/horizon-files-prod/ed/picture/q8v47m80/8caddcd6df02e75216d6f29b3902f5a1c1677bf2.jpg
Très bel Appartement à Dieupeul,3,3,1,Dieuppeul Dakar,400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f46e27d802c20c43df763d439d10dc71/-/horizon-files-prod/ed/picture/q56dkxj2/848a4a29f1dc66f918855e49b1234a3de6a19a65.png
IMMEUBLE R+2 MAMELLES CITE RENAISSANCE,3,2,150,Mamelles Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fe96e8983403367a5b4ff3d4f30d7592/-/horizon-files-prod/ed/picture/qm5gk2mz/759b825ad9f94b5c2a01125ff90893f618140049.jpg
Superbe Studios à louer en meublé ou non meublé au Virage,1,1,150,Virage Dakar,450000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6c607a79bebb2db185861733f2f3a0ad/-/horizon-files-prod/ed/picture/q44nq0gp/a7e486489f8508cd8f36b785eb312d487b00ffbb.jpg
APPARTEMENT AUX ALMADIES,3,4,150,Almadies Dakar,850000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cae1f508c75292a4b9b42719ed51f74f/-/horizon-files-prod/ed/picture/qngp80gz/c6ba60f58407dfbac372f139e03001415568452c.jpg
APPARTEMENT NGOR ALMADIES,3,2,150,Almadies Dakar,325000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0e8c262500e8ec079f4561b68a6d5925/-/horizon-files-prod/ed/picture/qpdmj04x/d65a540ca2148fb789b8faad3dc62bf79cf233cf.jpg
Appartement duplex f4 à louer à Mermoz batrain,3,3,170,Mermoz Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/419ff7c56c9744d0e70f48298904202b/-/horizon-files-prod/ed/picture/q2j0xk9g/2ef0cf47ee7b65a4eb752bb7aea9d25a7eada54e.jpg
2 Chambres salon à louer à Ngor extension,2,2,150,Ngor Dakar,450000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/48881ee5bc26f00f7b3ded3b622176ae/-/horizon-files-prod/ed/picture/qq42rz0v/a01b4b21c28163a2b314ef7163e6470ec82088b7.jpg
3 Chambres salon à louer à la cité keur Gorgui,3,1,165,Cité keur gorgui Dakar,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8f9a645ac3911b20ec7d50404a5822be/-/horizon-files-prod/ed/picture/qngpvrqg/7925366d72d6d073aa7431b3b9cef45ffb5a49f1.jpg
3 Chambres à louer au virage,3,3,150,Virage Dakar,800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6161e66cc5c94d0061e7f4a9d79c8e4c/-/horizon-files-prod/ed/picture/qenv8vv6/55ea1fcf2193efde580aaed65becccfa3556baa1.jpg
3 chambres à louer aux almadies,3,3,150,Almadies Dakar,900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8afb9251287b67c79aa6c65e1bef97cb/-/horizon-files-prod/ed/picture/qenvkr65/6f08a82970e8aabf7e31777925b6287b7d02c3a4.jpg
Un appartement à louer aux Almadies,2,3,160,Almadies Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ca40b63afc54a0478f6f5d46eb4faefa/-/horizon-files-prod/ed/picture/q9mjg6p6/898b940d960a1e6908f309a433f3671e78a76d0c.jpg
APPARTEMENT NEUF A LOUER AUX HLM GRAND YOFF,2,3,150,Hlm grand-yoff Dakar,275000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4e6f43c19c429590b38b7b9b88a8d024/-/horizon-files-prod/ed/picture/qngpw9xm/35c6d82f67c5da469b9fd4df96c2153d99081a8e.jpg
Almadies appartement route du king fhad,4,4,150,Almadies Dakar,2300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3fe97078e41594ab3880ee1827915fdb/-/horizon-files-prod/ed/picture/q6xdn67z/4a83c2743052a74f2c3197684ef7b3f181b893fc.jpg
Fann résidence Appartement vue mer,3,3,250,Fann Dakar,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/37976dd9a8bf861f1336a8aaffc1fb44/-/horizon-files-prod/ed/picture/q78w4rpn/adc34fdf05f28b7411f49660d66eb13f5c50b913.jpg
Ref_2767_SEY Immeuble R+8 à louer à la Cité Keur Gorgui,3,3,150,Cité keur gorgui Dakar,8500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/628d61afe19a0a0200da00b56ecde33c/-/horizon-files-prod/ed/picture/qm5gw602/95292082c954225d85129e8d98052d52e33d9c6f.jpg
Ref_7192_SEY Bureaux à louer à la Cité Keur Gorgui,2,2,150,Cité keur gorgui Dakar,750000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7e09c6a179911888ddc6f2b70690cb18/-/horizon-files-prod/ed/picture/qenvk99v/334422f4e4a742cde763fc197df90092b5adc648.jpg
3 chambres salon à louer à almadies 2,3,4,150,Almadies 2 Dakar,250000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/662182d4a29b240e54a874d6e17fa0c8/-/horizon-files-prod/ed/picture/qrz8xnnx/e0221dc5aa352476ce0d9b9f61614df6aab9e129.jpg
